Name,Price,Release Date,Publisher,Developer,Percent Positive Reviews (30 days),Total Number Reviews (30 days),PerPosRevAT,Total Number Reviews (All Time),Genere(s),Storage Capacity,Mac?,Windows?,Steam OS + Linux?
Planet Coaster, 44.99 ,11/17/2016,"Frontier Developments, Aspyr (Mac),","Frontier Developments, Aspyr (Mac),",95,400,90,40965,"Simulation, Building, Management, Family Friendly, Sandbox, Relaxing, Strategy, Funny, Realistic, Great Soundtrack, Economy, Atmospheric, Colorful, Singleplayer, Third Person, City Builder, Casual, First-Person, God Game, 3D,",8 GB available space,1,1,0
Sid Meier's Civilization VI : Platinum Edition, 167.91 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Tabletop Simulator, 12.99 ,6/5/2015,"Berserk Games,","Berserk Games,",97,367,96,28652,"Tabletop, Board Game, Simulation, Multiplayer, Sandbox, Card Game, Trading Card Game, Physics, Wargame, Casual, VR, Strategy, 3D, Moddable, Online Co-Op, Co-op, Funny, RPG, First-Person, Indie,",3 GB available space,1,1,1
Book of Travels, 29.99 ,10/11/2021,"Might and Delight,","Might and Delight,",N/A,N/A,76,355,"Early Access, RPG, MMORPG, Character Customization, Atmospheric, Adventure, Open World, Exploration, Fantasy, Lore-Rich, Hand-drawn, Loot, Multiplayer, Swordplay, Magic, Trading, Point & Click, Narrative, Emotional, Mythology,",6 GB available space,1,1,1
Beat Saber, 29.99 ,5/21/2019,"Beat Games,","Beat Games,",92,757,96,51216,"VR, Rhythm, Music, Great Soundtrack, Indie, Fast-Paced, Singleplayer, Moddable, First-Person, Difficult, Swordplay, Multiplayer, Action, Sports, Futuristic, Memes, Music-Based Procedural Generation, Casual, Early Access, Anime,",200 MB available space,0,1,0
The Flipper Bundle, 59.96 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Dead by Daylight - Stranger Things Edition, 29.99 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Dying Light Enhanced Edition, 29.99 ,4/21/2016,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Farming Simulator 22, 89.98 ,11/22/2021,"Giants Software,","Giants Software,",N/A,N/A,N/A,N/A,"Co-op, Simulation, Farming Sim, Agriculture, Moddable, Management, Sandbox, Immersive Sim, 3D, First-Person, Character Customization, Third Person, Multiplayer, Economy, America, Online Co-Op, Family Friendly, Open World, Nature, Horses,",35 GB available space,1,1,0
Car Mechanic Simulator 2021, 41.98 ,8/11/2021,"PlayWay S.A.,","Red Dot Games,",96,1212,95,7253,"Simulation, Automobile Sim, Sandbox, Racing, Immersive Sim, 3D, Realistic, Moddable, Driving, Puzzle, First-Person, Singleplayer, Education, Atmospheric, Adventure, Open World, Minigames, Indie, Strategy, Great Soundtrack,",35 GB available space,0,1,0
Foxhole, 49.99 ,7/27/2017,"Siege Camp,","Siege Camp,",90,1387,83,17181,"Early Access, Massively Multiplayer, Base Building, Wargame, World War II, Military, Sandbox, Open World, War, PvP, Top-Down, Tactical, Team-Based, Multiplayer, Crafting, Top-Down Shooter, Strategy, Co-op, Shooter, Action,",2 GB available space,0,1,0
BONEWORKS, 19.99 ,12/10/2019,"Stress Level Zero,","Stress Level Zero,",92,482,91,22310,"VR, Physics, Action, Adventure, Sandbox, Shooter, Singleplayer, Puzzle, First-Person, Great Soundtrack, Simulation, Realistic, Indie, FPS, Violent, Parkour, Horror, Sci-fi, Gore, Funny,",20 GB available space,0,1,0
Squad, 49.99 ,9/23/2020,"Offworld Industries,","Offworld Industries,",92,1102,90,66911,"Military, FPS, Realistic, Multiplayer, Tactical, Shooter, War, Team-Based, Action, First-Person, Strategy, Simulation, Open World, Co-op, Early Access, Massively Multiplayer, Atmospheric, Walking Simulator, Indie, Singleplayer,",55 GB available space,0,1,0
Assassin's Creed® Odyssey, 59.99 ,10/5/2018,"Ubisoft,","Ubisoft Quebec, Ubisoft Montreal, Ubisoft Bucharest, Ubisoft Singapore, Ubisoft Montpellier, Ubisoft Kiev, Ubisoft Shanghai,",90,1467,89,95874,"Open World, RPG, Singleplayer, Assassin, Action, Adventure, Historical, Stealth, Story Rich, Female Protagonist, Third Person, Parkour, Sexual Content, Choices Matter, Violent, Multiplayer, Atmospheric, Nudity, Great Soundtrack, Gore,",46+ GB available space,0,1,0
Sekiro™: Shadows Die Twice - GOTY Edition, 59.99 ,3/21/2019,"Activision (Excluding Japan and Asia), FromSoftware (Japan), 方块游戏 (Asia),","FromSoftware,",95,1863,94,107617,"Souls-like, Difficult, Action, Singleplayer, Ninja, Stealth, Adventure, Third Person, Open World, Story Rich, Atmospheric, Violent, Assassin, Dark Fantasy, Hack and Slash, Great Soundtrack, RPG, Gore, Dark, Rhythm,",25 GB available space,0,1,0
Half-Life: Alyx, 39.99 ,3/23/2020,"Valve,","Valve,",97,988,98,52903,"VR, FPS, Story Rich, Horror, Shooter, Female Protagonist, First-Person, Action, Singleplayer, Zombies, Sci-fi, Atmospheric, Beautiful, Adventure, Aliens, Futuristic, Psychological Horror, Memes, Great Soundtrack, Gore,",N/A,0,1,0
7 Days to Die, 29.99 ,12/13/2013,"The Fun Pimps Entertainment LLC,","The Fun Pimps,",91,1851,87,129003,"Early Access, Survival, Zombies, Voxel, Open World, Post-apocalyptic, Open World Survival Craft, Multiplayer, Exploration, Simulation, Base Building, Strategy, Online Co-Op, Sandbox, Building, Character Customization, Procedural Generation, Tower Defense, FPS, Action,",12 GB available space,1,1,1
MONSTER HUNTER RISE Deluxe Edition, 70.48 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Grounded, 29.99 ,7/28/2020,"Xbox Game Studios,","Obsidian Entertainment,",86,530,88,18856,"Survival, Multiplayer, Base Building, Crafting, Adventure, Co-op, Open World Survival Craft, Open World, Action, Horror, Online Co-Op, Exploration, Early Access, First-Person, Singleplayer, Sandbox, RPG, Third Person, Funny, Cute,",8 GB available space,0,1,0
World War Z: Aftermath, 29.99 ,9/21/2021,"Saber Interactive Inc,","Saber Interactive Inc,",N/A,N/A,77,2018,"Action, Zombies, Online Co-Op, Co-op, Multiplayer, Shooter, Third-Person Shooter, Singleplayer, PvE, Character Customization, Gun Customization, FPS, Post-apocalyptic, First-Person, Survival Horror, Third Person, Gore, Class-Based, Violent, Combat,",50 GB available space,0,1,0
Injustice 2 Legendary Edition, 59.99 ,3/27/2018,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Battlefield™ 2042, 49.99 ,11/19/2021,"Electronic Arts,","DICE,",N/A,N/A,N/A,N/A,"Shooter, Action, Multiplayer, First-Person, Military, War, FPS, Team-Based, Futuristic, PvP, Vehicular Combat, Combat, Modern, Destruction, Physics, Cinematic, Adventure, Casual, Hero Shooter, Action RPG,",100 GB available space,0,1,0
PowerWash Simulator, 44.99 ,5/19/2021,"Square Enix,","FuturLab,",98,913,97,9146,"Simulation, Casual, Indie, Relaxing, Singleplayer, Early Access, Family Friendly, Colorful, First-Person, 3D, Realistic, Atmospheric, FPS,",6 GB available space,0,1,0
Into the Breach, 14.99 ,2/27/2018,"Subset Games,","Subset Games,",96,121,94,10811,"Strategy, Turn-Based Strategy, Indie, Pixel Graphics, Mechs, Turn-Based Tactics, Turn-Based, Roguelike, Sci-fi, Puzzle, Roguelite, RPG, Singleplayer, Tactical, Turn-Based Combat, Isometric, Simulation, Replay Value, Procedural Generation, Great Soundtrack,",400 MB available space,1,1,1
Totally Accurate Battle Simulator, 44.99 ,4/1/2021,"Landfall,","Landfall,",97,1597,98,66759,"Sandbox, Funny, Simulation, Physics, Singleplayer, Indie, Adventure, Realistic, War, Strategy, Colorful, 3D, Fantasy, Comedy, Memes, Casual, Action, Historical, Medieval, Cute,",4 GB available space,1,1,0
Left 4 Dead 2, 29.99 ,11/17/2009,"Valve,","Valve,",97,7602,97,384743,"Zombies, Co-op, FPS, Multiplayer, Shooter, Action, Online Co-Op, Survival, Horror, First-Person, Gore, Team-Based, Survival Horror, Moddable, Post-apocalyptic, Singleplayer, Adventure, Local Co-Op, Replay Value, Tactical,",13 GB available space,1,1,1
HOT WHEELS UNLEASHED™, 59.99 ,9/30/2021,"Milestone S.r.l.,","Milestone S.r.l.,",N/A,N/A,83,1050,"Racing, Arcade, Split Screen, Third Person, Multiplayer, PvP, Singleplayer, Local Multiplayer,",22 GB available space,0,1,0
Growing Up, 14.99 ,10/14/2021,"Vile Monarch,","Vile Monarch,",N/A,N/A,82,343,"Choices Matter, Story Rich, Singleplayer, Life Sim, LGBTQ+, Multiple Endings, Soundtrack, Choose Your Own Adventure, Hand-drawn, Simulation, Emotional, Management, Visual Novel, 1990's, Casual, RPG, Strategy, Cute, Retro, 2D,",2 GB available space,1,1,0
FINAL FANTASY XIV Online, 19.99 ,2/18/2014,"Square Enix,","Square Enix,",92,1591,88,41421,"MMORPG, RPG, Massively Multiplayer, Fantasy, JRPG, Great Soundtrack, Character Customization, Open World, Story Rich, Anime, Multiplayer, Adventure, Magic, Action, Atmospheric, Co-op, Action RPG, Online Co-Op, Female Protagonist, Singleplayer,",60 GB available space,0,1,0
Mass Effect™ Legendary Edition, 19.99 ,5/14/2021,"Electronic Arts,","BioWare,",93,865,92,17558,"RPG, Story Rich, Choices Matter, Sci-fi, Action, Third-Person Shooter, Singleplayer, Space, Action RPG, Shooter, Character Customization, Great Soundtrack, Sexual Content, Military, Atmospheric, Combat, Tactical RPG, Nudity, Classic, Female Protagonist,",120 GB available space,0,1,0
DEVOUR, 4.99 ,1/28/2021,"Straight Back Games,","Straight Back Games,",93,3195,90,15369,"Horror, Online Co-Op, Multiplayer, Survival Horror, Co-op, Survival, Dark, First-Person, Atmospheric, Indie, Difficult, Singleplayer, Puzzle, Psychological Horror, Stealth, Action, Gore, Violent, Sexual Content, FPS,",5 GB available space,1,1,0
Monster Train, 24.99 ,5/21/2020,"Good Shepherd Entertainment,","Shiny Shoe,",98,202,96,12650,"Card Battler, Roguelite, Turn-Based Tactics, Card Game, PvP, Roguelike, Difficult, Turn-Based Strategy, Strategy, Deckbuilding, RPG, Choices Matter, Turn-Based Combat, Procedural Generation, Colorful, Roguelike Deckbuilder, Fantasy, Demons, Trains, Magic,",2 GB available space,0,1,0
CS:GO Prime Status Upgrade, 14.99 ,8/21/2012,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Forza Horizon 4, 59.99 ,3/9/2021,"Xbox Game Studios,","Playground Games,",91,5873,84,67504,"Racing, Open World, Driving, Multiplayer, Online Co-Op, Automobile Sim, Singleplayer, Realistic, Adventure, PvP, Arcade, Simulation, Action, Exploration, Controller, Sports, Atmospheric, Great Soundtrack, First-Person, Funny,",80 GB available space,0,1,0
Pavlov VR, 39.99 ,2/27/2017,"Vankrupt Games,","Vankrupt Games,",93,686,94,24503,"Early Access, VR, Action, Shooter, Multiplayer, FPS, Military, Gore, Violent, Indie, First-Person, Funny, Zombies, Singleplayer, Memes, Competitive, Co-op, PvP, Team-Based, Simulation,",30 GB available space,0,1,0
Blade and Sorcery, 19.99 ,12/11/2018,"WarpFrog,","WarpFrog,",97,606,95,21424,"VR, Action, Swordplay, Simulation, Gore, Violent, Magic, Adventure, Moddable, Sandbox, Physics, Fighting, RPG, Indie, Early Access, Medieval, Fantasy, First-Person, Singleplayer, Multiplayer,",N/A,0,1,0
Fallout 3: Game of the Year Edition, 19.99 ,10/13/2009,"Bethesda Softworks,","Bethesda Game Studios,",73,509,77,25615,"Open World, RPG, Post-apocalyptic, Singleplayer, Moddable, First-Person, Sci-fi, Action, Adventure, FPS, Replay Value, Exploration, Atmospheric, Third Person, Sandbox, Story Rich, Shooter, Cult Classic, Action RPG, Great Soundtrack,",N/A,0,1,0
BIGFOOT, 29.99 ,1/31/2017,"CyberLight Game Studio,","CyberLight Game Studio,",85,302,77,7552,"Early Access, Horror, Multiplayer, Co-op, Survival Horror, Online Co-Op, Survival, Action, Open World, Atmospheric, Supernatural, FPS, Adventure, Psychological Horror, Hunting, First-Person, Shooter, Singleplayer, Multiple Endings, Funny,",3 GB available space,0,1,0
Farming Simulator 22 - Year 1 Bundle, 89.98 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Divinity: Original Sin 2 - Definitive Edition, 39.99 ,9/14/2017,"Larian Studios,","Larian Studios,",94,1502,95,114135,"Tactical RPG, Exploration, Story Rich, Turn-Based Strategy, CRPG, RPG, Fantasy, Party-Based RPG, PvP, Strategy RPG, Character Customization, Female Protagonist, Co-op Campaign, Local Co-Op, Romance, Isometric, Moddable, Funny, Strategy, 3D,",60 GB available space,1,1,0
The Sims™ 4, 44.99 ,9/2/2014,"Electronic Arts,","Maxis,",92,1510,90,28652,"Life Sim, Character Customization, Simulation, Building, Sexual Content, Casual, Singleplayer, Romance, Relaxing, Funny, Cute, Family Friendly, Multiplayer, Immersive Sim, Cartoony, Fantasy, Realistic, Beautiful, Atmospheric, LGBTQ+,",17 GB available space,0,1,0
DARK SOULS™: REMASTERED, 39.99 ,5/23/2018,"FromSoftware, Inc, BANDAI NAMCO Entertainment,","QLOC,",91,645,86,31243,"Souls-like, Education, Dark Fantasy, Action, RPG, Dark, Difficult, Fantasy, Atmospheric, Action RPG, Great Soundtrack, Multiplayer, Lore-Rich, Adventure, Replay Value, Third Person, Exploration, Story Rich, Character Customization, Soundtrack,",8 GB available space,0,1,0
Dying Light Platinum Edition, 49.99 ,9/21/2021,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Hunt: Showdown, 74.94 ,8/27/2019,"Crytek,","Crytek,",85,2158,83,81009,"Multiplayer, Hunting, Dark, FPS, Battle Royale, Perma Death, Western, Shooter, Survival, Zombies, Violent, Team-Based, PvP, Open World, Horror, Survival Horror, Online Co-Op, Action, First-Person, Atmospheric,",20 GB available space,0,1,0
The Outer Worlds: Non-Mandatory Corporate-Sponsored Bundle, 93.97 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Fall Guys: Ultimate Knockout, 19.99 ,8/4/2020,N/A,"Mediatonic,",86,7081,83,347501,"Party Game, Family Friendly, Multiplayer, Massively Multiplayer, Battle Royale, Platformer, PvP, 3D Platformer, Cute, Funny, Controller, Action, Casual, Colorful, Co-op, Comedy, Physics, Online Co-Op, Indie, Difficult,",2 GB available space,0,1,0
Zero Hour, 39.99 ,8/12/2020,"Attrito, M7 Productions,","M7 Productions, Attrito,",85,1423,84,13879,"Tactical, Shooter, Action, FPS, Realistic, Multiplayer, Online Co-Op, First-Person, PvP, Military, Team-Based, Immersive Sim, Strategy, Simulation, 3D, Combat, Stealth, PvE, Violent, Early Access,",10 GB available space,0,1,0
Lawn Mowing Simulator, 29.99 ,8/10/2021,"Curve Digital,","Skyhook Games,",75,84,77,747,"Simulation, Farming Sim, Realistic, Immersive Sim, Relaxing, Physics, Management, Driving, Agriculture, Time Management, Automobile Sim, Economy, Nature, Character Customization, 3D, First-Person, Third Person, Controller, Family Friendly, Cinematic,",20 GB available space,0,1,0
FOREWARNED, 29.99 ,9/10/2021,"Dreambyte Games,","Dreambyte Games,",N/A,N/A,90,955,"Early Access, Online Co-Op, Horror, Survival Horror, Co-op, Psychological Horror, Multiplayer, PvE, Survival, Asymmetric VR, Action-Adventure, Dark, PvP, Atmospheric, Exploration, Adventure, First-Person, 3D, VR, Action,",10 GB available space,0,1,0
PUBG: BATTLEGROUNDS, 39.99 ,12/21/2017,"KRAFTON, Inc.,","KRAFTON, Inc.,",62,16196,53,1522443,"Survival, Shooter, Multiplayer, Battle Royale, FPS, PvP, Third-Person Shooter, Action, Online Co-Op, Tactical, Co-op, First-Person, Strategy, Early Access, Competitive, Third Person, Team-Based, Difficult, Simulation, Stealth,",40 GB available space,0,1,0
Phoenix Wright: Ace Attorney Trilogy, 29.99 ,4/9/2019,"CAPCOM Co., Ltd.,","CAPCOM Co., Ltd.,",96,225,97,10122,"Detective, Visual Novel, Story Rich, Great Soundtrack, Anime, Mystery, Adventure, Singleplayer, Puzzle, Crime, Funny, Point & Click, Classic, Cult Classic, Comedy, Conversation, 2D, Memes, Dynamic Narration, Casual,",1.8 GB available space,0,1,0
Jurassic World Evolution 2, 29.99 ,11/9/2021,"Frontier Developments,","Frontier Developments,",N/A,N/A,N/A,N/A,"Simulation, Dinosaurs, Building, Strategy, Management, Sandbox, Singleplayer, Sci-fi, City Builder, Economy, Resource Management, Open World, Violent, Atmospheric, Action, Sequel, Survival,",14 GB available space,0,1,0
The Jackbox Party Pack 7, 29.99 ,10/15/2020,"Jackbox Games, Inc.,","Jackbox Games, Inc.,",93,60,97,2201,"Party Game, Party, Word Game, Board Game, Funny, 2D, Team-Based, Colorful, Family Friendly, Comedy, Trivia, Cartoon, Co-op, Local Multiplayer, Casual, Local Co-Op, Indie, Multiplayer, Controller, Singleplayer,",3 GB available space,1,1,1
Hades, 19.99 ,9/17/2020,"Supergiant Games,","Supergiant Games,",98,2509,98,148789,"Action Roguelike, Indie, Action, Roguelite, Hack and Slash, RPG, Roguelike, Mythology, Great Soundtrack, Singleplayer, Dungeon Crawler, Story Rich, Replay Value, Isometric, Difficult, Action RPG, Hand-drawn, Atmospheric, Perma Death, LGBTQ+,",15 GB available space,1,1,0
Microsoft Flight Simulator, 59.99 ,8/17/2020,"Xbox Game Studios,","Asobo Studio,",74,826,75,28591,"Simulation, Flight, Open World, Realistic, Multiplayer, Singleplayer, Atmospheric, Real-Time, Physics, Adventure, VR, Colorful, Family Friendly, TrackIR, Logic, Life Sim, Surreal, Beautiful, Short, Boxing,",150 GB available space,0,1,0
F1® 2021, 59.99 ,7/15/2021,"Electronic Arts,","Codemasters,",81,1370,84,8359,"Racing, Immersive Sim, Sports, Driving, Automobile Sim, PvP, eSports, Controller, 3D, Split Screen, Simulation, Realistic, Co-op, Cinematic, Local Multiplayer, Multiplayer, Online Co-Op, Singleplayer, VR, Arcade,",80 GB available space,0,1,0
Spelunky 2, 19.99 ,9/29/2020,"Mossmouth,","Mossmouth, BlitWorks,",94,318,93,11590,"Platformer, Action Roguelike, 2D Platformer, Perma Death, Roguelite, Online Co-Op, Co-op, Difficult, Indie, Replay Value, Procedural Generation, 4 Player Local, PvP, Roguelike, Local Co-Op, Action, 2D, Side Scroller, Cute, Funny,",600 MB available space,0,1,0
Planet Coaster: Complete the Collection, 145.88 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Golf With Your Friends, 19.99 ,5/19/2020,"Team17,","Blacklight Interactive,",87,400,90,29821,"Multiplayer, Casual, Mini Golf, Sports, Golf, Indie, Funny, Family Friendly, Early Access, Co-op, Singleplayer, Simulation, Strategy, Physics, Great Soundtrack, Difficult, Massively Multiplayer, Memes, Local Multiplayer, Action,",4 GB available space,1,1,1
Hunt: Showdown - DLC Bundle, 74.94 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
The Binding of Isaac: Rebirth Complete Bundle, 19.99 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
They Are Billions, 29.99 ,6/18/2019,"Numantian Games,","Numantian Games,",83,436,85,31918,"Base Building, Colony Sim, Strategy, Zombies, Survival, RTS, Tower Defense, Steampunk, City Builder, Building, Post-apocalyptic, Singleplayer, Resource Management, Real-Time with Pause, Difficult, Tactical, Management, Early Access, Indie, Isometric,",4 GB available space,0,1,0
Life is Strange: True Colors, 59.99 ,9/9/2021,"Square Enix,","Deck Nine,",N/A,N/A,90,4369,"Choices Matter, Female Protagonist, Choose Your Own Adventure, Multiple Endings, Story Rich, LGBTQ+, Romance, Third Person, Emotional, Atmospheric, Action, Drama, Stylized, Adventure, Mystery, Singleplayer, Cinematic, Narrative, Mature, Supernatural,",30 GB available space,0,1,0
Potion Craft: Alchemist Simulator, 14.99 ,9/21/2021,"tinyBuild,","niceplay games,",N/A,N/A,93,3731,"Early Access, Singleplayer, Crafting, Simulation, Relaxing, RPG, Medieval, Life Sim, Indie, Management, 2D, Sandbox, Hand-drawn, Farming Sim, Choices Matter, Casual, Point & Click, Historical, Resource Management, Investigation,",5 GB available space,0,1,0
Travellers Rest, 14.99 ,7/28/2020,"Isolated Games,","Isolated Games,",93,78,92,1531,"Life Sim, Pixel Graphics, Immersive Sim, Farming Sim, Collectathon, RPG, Management, Medieval, Isometric, Fantasy, Colorful, Building, Crafting, Adventure, Singleplayer, Resource Management, Inventory Management, Indie, Early Access, Simulation,",500 MB available space,0,1,0
